,slurm_index,HUC4,HUC2,toBasin,level,PIXC
103,103,1701,17,1702,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
104,104,1704,17,1705,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
105,105,1705,17,1706,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
106,106,1702,17,1707,3,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
107,107,1707,17,1708,4,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
108,108,1710,17,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
109,109,1711,17,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
110,110,1712,17,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
111,111,1801,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
112,112,1802,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
113,113,1803,18,1804,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
114,114,1805,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
115,115,1806,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
116,116,1807,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
117,117,1808,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
118,118,1809,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
119,119,1810,18,,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
120,120,0103,01,0105,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_313_233L_20240407T184457_20240407T184508_PIC0_01.nc
121,121,0203,02,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_014_076_086R_20240420T035233_20240420T035244_PIC0_01.nc
122,122,0207,02,0208,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_014_076_086R_20240420T035233_20240420T035244_PIC0_01.nc
123,123,0316,03,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_382_093R_20240410T053125_20240410T053136_PIC0_01.nc
124,124,0402,04,0418,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
125,125,0404,04,0419,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
126,126,0420,04,0424,2,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
127,127,0410,04,0426,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
128,128,0413,04,0428,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
129,129,0429,04,,8,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
130,130,0502,05,0503,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
131,131,0505,05,0509,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
132,132,0510,05,0514,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
133,133,0703,07,0704,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_188_076L_20240403T070751_20240403T070802_PIC0_01.nc
134,134,0707,07,0706,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_188_076L_20240403T070751_20240403T070802_PIC0_01.nc
135,135,0709,07,0708,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_188_076L_20240403T070751_20240403T070802_PIC0_01.nc
136,136,0710,07,0711,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_188_076L_20240403T070751_20240403T070802_PIC0_01.nc
137,137,0714,08,0801,12,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_244_101R_20240405T071302_20240405T071314_PIC0_01.nc
138,138,1101,08,0802,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_244_101R_20240405T071302_20240405T071314_PIC0_01.nc
139,139,1114,08,0804,2,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_244_101R_20240405T071302_20240405T071314_PIC0_01.nc
140,140,0808,08,,4,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_244_101R_20240405T071302_20240405T071314_PIC0_01.nc
141,141,0809,08,,18,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_244_101R_20240405T071302_20240405T071314_PIC0_01.nc
142,142,1005,10,1006,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
143,143,1008,10,1010,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
144,144,1012,10,1013,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
145,145,1015,10,1017,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
146,146,1019,10,1020,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
147,147,1020,10,1024,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
148,148,1026,10,1027,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
149,149,1028,10,1030,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
150,150,1105,11,1106,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_384_092R_20240410T071409_20240410T071420_PIC0_01.nc
151,151,1110,11,1109,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_384_092R_20240410T071409_20240410T071420_PIC0_01.nc
152,152,1107,11,1111,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_384_092R_20240410T071409_20240410T071420_PIC0_01.nc
153,153,1202,12,1204,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_315_209R_20240407T202351_20240407T202402_PIC0_01.nc
154,154,1207,12,,2,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_315_209R_20240407T202351_20240407T202402_PIC0_01.nc
155,155,1209,12,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_315_209R_20240407T202351_20240407T202402_PIC0_01.nc
156,156,1309,13,,5,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_014_106_088L_20240421T053618_20240421T053629_PIC0_01.nc
157,157,1405,14,1406,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_177_228R_20240402T220719_20240402T220730_PIC0_01.nc
158,158,1406,14,1407,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_177_228R_20240402T220719_20240402T220730_PIC0_01.nc
159,159,1407,15,1501,3,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_219R_20240403T220620_20240403T220631_PIC0_01.nc
160,160,1507,15,1503,2,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_219R_20240403T220620_20240403T220631_PIC0_01.nc
161,161,1506,15,1507,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_219R_20240403T220620_20240403T220631_PIC0_01.nc
162,162,1602,16,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_228R_20240403T220750_20240403T220801_PIC0_01.nc
163,163,1605,16,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_228R_20240403T220750_20240403T220801_PIC0_01.nc
164,164,1703,17,1702,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
165,165,1709,17,1708,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
166,166,1804,18,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_261_218L_20240405T220712_20240405T220723_PIC0_01.nc
167,167,0104,01,0105,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_313_233L_20240407T184457_20240407T184508_PIC0_01.nc
168,168,0208,02,,2,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_014_076_086R_20240420T035233_20240420T035244_PIC0_01.nc
169,169,0405,04,0419,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
170,170,0407,04,0424,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
171,171,0411,04,0426,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
172,172,0414,04,0428,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
173,173,0427,04,0430,6,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
174,174,0504,05,0503,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
175,175,0506,05,0509,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
176,176,0511,05,0514,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
177,177,0705,07,0704,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_188_076L_20240403T070751_20240403T070802_PIC0_01.nc
178,178,0713,07,0711,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_188_076L_20240403T070751_20240403T070802_PIC0_01.nc
179,179,1111,08,0802,3,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_244_101R_20240405T071302_20240405T071314_PIC0_01.nc
180,180,1010,10,1006,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
181,181,1009,10,1010,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
182,182,1016,10,1017,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
183,183,1021,10,1020,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
184,184,1029,10,1030,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
185,185,1109,11,1111,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_384_092R_20240410T071409_20240410T071420_PIC0_01.nc
186,186,1203,12,1204,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_315_209R_20240407T202351_20240407T202402_PIC0_01.nc
187,187,1307,13,1304,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_014_106_088L_20240421T053618_20240421T053629_PIC0_01.nc
188,188,1408,14,1407,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_177_228R_20240402T220719_20240402T220730_PIC0_01.nc
189,189,1503,15,,5,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_219R_20240403T220620_20240403T220631_PIC0_01.nc
190,190,1706,17,1702,2,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
191,191,1708,17,,5,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_289_230R_20240406T220943_20240406T220955_PIC0_01.nc
192,192,0105,01,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_313_233L_20240407T184457_20240407T184508_PIC0_01.nc
193,193,0406,04,0419,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
194,194,0408,04,0424,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
195,195,0412,04,0426,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_175_237L_20240402T202556_20240402T202607_PIC0_01.nc
196,196,0507,05,0509,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
197,197,0512,05,0514,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
198,198,1030,07,0711,10,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_188_076L_20240403T070751_20240403T070802_PIC0_01.nc
199,199,1022,10,1020,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
200,200,1027,10,1030,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_205_241R_20240403T221000_20240403T221011_PIC0_01.nc
201,201,1204,12,,1,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_315_209R_20240407T202351_20240407T202402_PIC0_01.nc
202,202,0508,05,0509,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
203,203,0513,05,0514,0,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
204,204,0604,05,0514,3,../narrow_rivers_PIXC_data/PIXC_v2_0_for_unit_test/SWOT_L2_HR_PIXC_013_425_224L_20240411T184532_20240411T184543_PIC0_01.nc
